,df_index,region,income,family_member,gender,year_born,education_level,marriage,religion,occupation,company_size,reason_none_worker,age
5262,83422,Kyeong-gi,2316.0,2,male,1940,4,1,religious,930,10,employed,78
5263,83430,Kyeong-gi,1137.0,2,male,1936,3,1,religious,421,9,employed,82
5264,83438,Kyeong-gi,1417.0,1,female,1946,4,2,non-religious,941,2,employed,72
5265,83446,Kyeong-gi,3852.0,3,male,1957,5,1,religious,532,1,employed,61
5266,83454,Jeju,710.0,1,male,1948,7,3,non-religious,0,0,no_intention_to_work,70
5267,83462,Jeju,881.0,1,female,1954,4,3,non-religious,0,0,no_intention_to_work,64
5268,83471,Jeju,770.0,1,female,1942,2,3,religious,0,0,no_intention_to_work,76
5269,83479,Jeju,746.0,1,female,1945,2,2,religious,0,0,no_intention_to_work,73
5270,83487,Jeju,695.0,1,female,1937,2,2,religious,0,0,no_intention_to_work,81
5271,83495,Jeju,520.0,1,female,1942,3,4,religious,0,0,no_intention_to_work,76
5272,83503,Jeju,2006.0,2,male,1943,3,1,non-religious,0,0,no_intention_to_work,75
5273,83511,Jeju,2055.0,2,male,1946,5,1,religious,823,1,employed,72
5274,83519,Jeju,1715.0,2,female,1932,2,2,religious,0,0,no_intention_to_work,86
5275,83527,Jeju,3371.0,2,male,1947,4,1,religious,910,2,employed,71
5276,83535,Jeju,1109.0,1,female,1934,2,2,non-religious,0,0,no_intention_to_work,84
5277,83543,Jeju,716.0,1,female,1938,2,2,non-religious,0,0,no_intention_to_work,80
5278,83551,Jeju,979.0,1,female,1939,2,2,non-religious,429,10,employed,79
5279,83569,Jeju,4620.0,1,male,1939,7,4,non-religious,0,0,no_intention_to_work,79
5280,83577,Jeju,2261.0,2,male,1940,3,1,religious,0,0,no_intention_to_work,78
5281,83585,Jeju,920.0,1,female,1942,4,2,religious,952,10,employed,76
5282,83593,Jeju,4021.0,3,male,1969,5,1,non-religious,942,3,employed,49
5283,83601,Jeju,2844.0,2,male,1953,4,1,non-religious,942,3,employed,65
5284,83609,Jeju,1876.0,2,male,1941,3,1,non-religious,611,1,employed,77
5285,83617,Jeju,9739.0,5,male,1965,4,1,non-religious,873,2,employed,53
5286,83625,Jeju,3029.0,2,male,1944,2,1,religious,941,4,employed,74
5287,83633,Jeju,2332.0,1,female,1946,2,2,non-religious,0,0,no_intention_to_work,72
5288,83641,Jeju,341.0,1,female,1940,4,2,religious,0,0,no_intention_to_work,78
5289,83650,Jeju,1263.0,2,male,1933,3,1,non-religious,611,1,employed,85
5290,83658,Jeju,1046.0,2,male,1930,2,1,non-religious,0,0,no_intention_to_work,88
5291,83680,Jeju,7083.0,2,male,1964,7,1,religious,772,2,employed,54
5292,83681,Seoul,2532.0,1,female,1997,6,5,non-religious,442,2,employed,21
5293,83682,Seoul,2520.0,1,female,1999,5,5,non-religious,422,4,employed,19
5294,83690,Jeju,2085.0,2,male,1936,2,1,religious,941,5,employed,82
5295,83701,Jeju,7593.0,5,male,1955,3,1,religious,873,1,employed,63
5296,83706,Jeju,7002.0,4,male,1981,7,1,non-religious,312,7,employed,37
5297,83714,Jeju,7211.0,5,male,1973,5,1,non-religious,792,2,employed,45
5298,83722,Jeju,12158.0,5,male,1967,5,1,non-religious,873,1,employed,51
5299,83730,Jeju,14741.0,4,male,1965,6,1,non-religious,873,1,employed,53
5300,83738,Jeju,1778.0,2,male,1941,5,1,religious,432,10,employed,77
5301,83746,Jeju,4786.0,5,male,1965,7,1,non-religious,285,1,employed,53
5302,83754,Jeju,1845.0,2,male,1931,4,1,religious,611,1,employed,87
5303,83768,Seoul,10927.0,4,male,1966,5,1,religious,135,1,employed,52
5304,83776,Seoul,4503.0,3,male,1974,7,1,non-religious,134,7,employed,44
5305,83784,Seoul,888.0,1,female,1942,3,2,religious,0,0,no_intention_to_work,76
5306,83792,Seoul,470.0,2,male,1936,3,1,non-religious,0,0,giving_up_economic_activities,82
5307,83800,Seoul,761.0,1,male,1941,3,2,religious,0,0,no_intention_to_work,77
5308,83812,Kyeong-gi,462.0,1,male,1935,3,2,non-religious,0,0,no_intention_to_work,83
5309,83820,Kyeong-gi,5871.0,4,male,1976,7,1,religious,313,3,employed,42
5310,83828,Kyeong-gi,1093.0,1,female,1944,3,2,religious,951,1,employed,74
5311,83844,Jeju,1984.0,1,male,1940,5,3,non-religious,942,1,employed,78
5312,83847,Kyeong-gi,5434.0,2,male,1989,5,1,non-religious,531,1,employed,29
5313,83848,Jeju,48.0,1,female,1955,5,3,religious,0,0,no_intention_to_work,63
5314,83856,Kyeong-gi,813.0,1,female,1965,3,5,religious,0,0,no_intention_to_work,53
5315,83864,Kyeong-gi,1356.0,1,female,1941,2,2,religious,0,0,no_intention_to_work,77
5316,83872,Jeju,2022.0,3,male,1947,4,1,non-religious,0,0,no_intention_to_work,71
5317,83880,Jeju,2177.0,2,male,1929,4,1,non-religious,0,0,no_intention_to_work,89
5318,83888,Jeju,1727.0,2,male,1940,4,1,religious,510,1,employed,78
5319,83896,Jeju,807.0,1,female,1943,3,2,non-religious,421,10,employed,75
5320,83905,Jeju,1582.0,2,male,1941,3,1,non-religious,0,0,no_intention_to_work,77
5321,83921,Jeju,2511.0,1,male,1957,3,3,non-religious,873,5,employed,61
5322,83932,Jeju,5190.0,4,male,1980,6,1,non-religious,231,7,employed,38
5323,83944,Jeju,2972.0,3,male,1937,2,1,non-religious,0,0,no_intention_to_work,81
5324,83952,Jeju,1015.0,1,male,1931,5,2,non-religious,0,0,no_intention_to_work,87
5325,83960,Jeju,2031.0,1,female,1938,5,2,religious,0,0,no_intention_to_work,80
5326,83968,Jeju,1409.0,1,female,1950,3,2,non-religious,611,1,employed,68
5327,83976,Jeju,1110.0,2,male,1936,3,1,non-religious,611,1,employed,82
5328,83984,Jeju,2037.0,2,male,1942,7,1,religious,248,1,employed,76
5329,83992,Jeju,1198.3,2,male,1938,2,1,religious,0,0,not_capable,80
5330,84000,Jeju,1400.0,2,male,1936,3,1,religious,611,1,employed,82
5331,84008,Jeju,1266.0,1,female,1945,3,2,religious,0,0,no_intention_to_work,73
5332,84016,Jeju,613.0,1,female,1959,4,3,non-religious,0,0,no_intention_to_work,59
5333,84020,Kyeong-gi,2994.0,1,male,1986,7,5,non-religious,259,3,employed,32
5334,84028,Jeju,3580.0,4,male,1969,5,1,religious,930,2,employed,49
5335,84036,Jeju,6357.0,3,male,1965,5,1,non-religious,761,1,employed,53
5336,84042,Jeju,5271.0,4,male,1975,6,1,religious,761,1,employed,43
5337,84050,Jeju,626.0,1,female,1931,2,2,non-religious,0,0,no_intention_to_work,87
5338,84067,Jeju,832.0,1,female,1949,3,2,religious,0,0,no_intention_to_work,69
5339,84081,Kyeong-gi,861.0,1,female,1937,3,2,religious,0,0,giving_up_economic_activities,81
5340,84089,Kyeong-gi,1019.0,1,female,1932,3,2,religious,0,0,no_intention_to_work,86
5341,84097,Kyoung-nam,635.0,1,female,1938,3,2,religious,0,0,no_intention_to_work,80
5342,84105,Kyoung-nam,909.0,1,male,1932,4,2,non-religious,0,0,giving_up_economic_activities,86
5343,84113,Kyoung-nam,3119.0,2,male,1966,4,3,non-religious,0,0,employed,52
5344,84121,Kyoung-nam,820.0,1,female,1931,2,2,non-religious,0,0,no_intention_to_work,87
5345,84131,Kyoung-nam,1170.0,1,female,1934,3,2,religious,0,0,giving_up_economic_activities,84
5346,84139,Kyoung-nam,2594.0,1,female,1933,3,2,religious,0,0,no_intention_to_work,85
5347,84147,Kyoung-nam,2343.0,1,male,1977,4,5,non-religious,854,10,employed,41
5348,84161,Kyoung-nam,836.0,1,female,1934,2,2,religious,0,0,no_intention_to_work,84
5349,84169,Kyoung-nam,3821.0,2,female,1959,4,2,non-religious,442,1,employed,59
5350,84177,Kyoung-nam,1385.0,1,male,1978,5,5,non-religious,753,4,employed,40
5351,84185,Kyoung-nam,1594.0,1,male,1927,4,2,religious,0,0,no_intention_to_work,91
5352,84193,Kyoung-nam,3155.0,4,male,1965,5,1,religious,0,0,giving_up_economic_activities,53
5353,84201,Kyoung-nam,2401.0,2,male,1951,5,1,religious,873,1,employed,67
5354,84209,Kyoung-nam,2172.0,2,male,1950,4,1,religious,0,0,giving_up_economic_activities,68
5355,84217,Kyoung-nam,901.0,1,female,1954,3,3,religious,0,0,giving_up_economic_activities,64
5356,84225,Kyoung-nam,8178.0,3,male,1959,4,1,religious,761,3,employed,59
5357,84233,Kyoung-nam,2295.0,2,male,1949,5,2,non-religious,0,0,giving_up_economic_activities,69
5358,84241,Kyoung-nam,7003.0,3,male,1959,5,1,religious,854,10,employed,59
5359,84254,Kyoung-nam,3742.0,3,female,1975,5,3,non-religious,259,2,employed,43
5360,84262,Jeju,824.0,1,male,1949,3,2,religious,0,0,giving_up_economic_activities,69
5361,84270,Kyoung-nam,1095.0,1,female,1946,3,2,religious,0,0,no_intention_to_work,72
5362,84278,Kyoung-nam,1370.0,2,male,1940,4,1,non-religious,0,0,no_intention_to_work,78
5363,84286,Kyoung-nam,1517.0,1,female,1940,3,2,religious,0,0,no_intention_to_work,78
5364,84294,Kyoung-nam,787.0,1,female,1939,2,2,religious,0,0,no_intention_to_work,79
5365,84302,Kyoung-nam,1663.0,1,female,1957,4,3,religious,952,3,employed,61
5366,84314,Kyoung-nam,3443.0,3,male,1950,5,1,religious,0,0,no_intention_to_work,68
5367,84322,Kyoung-nam,6444.0,2,male,1951,7,1,religious,271,1,employed,67
5368,84330,Kyoung-nam,2349.0,2,female,1933,4,1,non-religious,0,0,no_intention_to_work,85
5369,84338,Kyoung-nam,2582.0,2,male,1951,4,1,non-religious,611,1,employed,67
5370,84346,Kyeong-gi,8622.0,2,male,1988,7,1,non-religious,1001,7,employed,30
5371,84357,Kyoung-nam,7208.0,2,male,1955,5,1,non-religious,921,1,employed,63
5372,84362,Kyoung-nam,9720.0,4,male,1986,7,1,non-religious,312,5,employed,32
5373,84363,Kyoung-nam,7368.0,2,male,1987,6,1,non-religious,411,9,employed,31
5374,84371,Kyoung-nam,3582.0,2,male,1959,5,1,religious,521,1,employed,59
5375,84379,Kyoung-nam,1886.0,2,male,1938,7,1,religious,0,0,no_intention_to_work,80
5376,84387,Kyoung-nam,7683.0,4,male,1968,7,1,non-religious,141,4,employed,50
5377,84397,Kyoung-nam,3771.0,2,male,1955,5,1,religious,873,1,employed,63
5378,84405,Kyoung-nam,5781.0,2,male,1946,7,1,religious,0,0,no_intention_to_work,72
5379,84413,Kyoung-nam,1633.0,1,male,1977,5,5,non-religious,999,1,employed,41
5380,84421,Kyoung-nam,3027.0,2,female,1959,5,3,religious,0,0,nursing,59
5381,84429,Kyoung-nam,832.0,1,female,1941,3,2,religious,0,0,no_intention_to_work,77
5382,84452,Seoul,7302.0,1,male,1969,7,5,religious,222,10,employed,49
5383,84454,Seoul,1310.0,1,female,1942,4,2,religious,0,0,no_intention_to_work,76
5384,84469,Kyeong-gi,7626.0,3,male,1979,7,1,non-religious,222,9,employed,39
5385,84477,Kyeong-gi,1365.0,1,male,1933,3,2,non-religious,0,0,no_intention_to_work,85
5386,84485,Kyeong-gi,4038.0,3,male,1963,5,1,non-religious,910,1,employed,55
5387,84504,Kyeong-gi,1978.0,2,male,1939,4,1,non-religious,0,0,no_intention_to_work,79
5388,84512,Kyeong-gi,1740.0,2,male,1947,5,1,non-religious,873,1,employed,71
5389,84520,Kyeong-gi,3130.0,3,male,1963,5,5,non-religious,0,0,no_intention_to_work,55
5390,84531,Kyeong-gi,2108.0,2,male,1934,5,1,non-religious,0,0,no_intention_to_work,84
5391,84539,Kyeong-gi,2641.0,4,male,1942,5,1,religious,942,6,employed,76
5392,84547,Kyoung-nam,6728.0,4,male,1972,6,1,non-religious,141,2,employed,46
5393,84558,Kyoung-nam,911.0,1,female,1941,4,2,religious,0,0,no_intention_to_work,77
5394,84566,Kyoung-nam,906.0,1,female,1936,3,2,non-religious,999,7,employed,82
5395,84574,Kyoung-nam,6757.0,4,male,1979,7,1,non-religious,313,5,employed,39
5396,84584,Kyoung-nam,1170.0,2,male,1948,3,1,religious,0,0,no_intention_to_work,70
5397,84592,Kyoung-nam,1150.0,1,female,1935,4,2,religious,0,0,no_intention_to_work,83
5398,84600,Kyoung-nam,5688.0,3,female,1973,5,3,non-religious,314,2,employed,45
5399,84608,Kyoung-nam,443.0,1,female,1953,3,3,religious,0,0,giving_up_economic_activities,65
5400,84616,Kyoung-nam,763.0,2,male,1944,3,1,religious,0,0,no_intention_to_work,74
5401,84624,Kyoung-nam,851.0,1,female,1934,4,2,religious,0,0,no_intention_to_work,84
5402,84633,Jeju,4714.0,2,male,1957,7,1,religious,611,1,employed,61
5403,84638,Kyoung-nam,8148.0,3,male,1984,7,1,religious,235,10,employed,34
5404,84641,Kyoung-nam,2974.0,1,male,1989,7,5,religious,288,5,employed,29
5405,84652,Kyoung-nam,1625.0,2,female,1942,2,2,religious,0,0,no_intention_to_work,76
5406,84664,Kyoung-nam,8124.0,3,male,1962,4,1,religious,742,9,employed,56
5407,84672,Kyoung-nam,7892.0,3,male,1952,4,1,non-religious,743,7,employed,66
5408,84680,Kyoung-nam,6934.0,2,male,1952,4,1,religious,851,6,employed,66
5409,84688,Kyoung-nam,12200.0,2,male,1971,5,1,religious,743,6,employed,47
5410,84702,Kyoung-nam,2025.0,3,female,1965,5,3,non-religious,442,1,employed,53
5411,84710,Kyoung-nam,4133.0,3,male,1946,3,1,religious,0,0,no_intention_to_work,72
5412,84718,Kyoung-nam,2665.0,2,male,1943,3,1,religious,0,0,giving_up_economic_activities,75
5413,84728,Kyoung-nam,850.0,1,male,1942,4,3,non-religious,0,0,giving_up_economic_activities,76
5414,84738,Kyoung-nam,3313.0,2,male,1954,5,1,religious,873,1,employed,64
5415,84747,Kyoung-nam,950.0,2,male,1940,3,1,religious,0,0,no_intention_to_work,78
5416,84755,Kyoung-nam,1888.0,1,female,1944,3,2,religious,422,1,employed,74
5417,84763,Kyeong-gi,2467.0,2,female,1942,4,2,religious,941,5,employed,76
5418,84771,Kyeong-gi,1935.0,3,female,1946,3,1,religious,532,1,employed,72
5419,84779,Kyeong-gi,1250.0,1,female,1938,3,2,religious,521,1,employed,80
5420,84788,Kyeong-gi,6708.0,1,male,1946,5,3,non-religious,313,2,employed,72
5421,84796,Kyeong-gi,856.0,1,female,1937,5,2,religious,999,7,employed,81
5422,84804,Kyeong-gi,1990.0,1,female,1956,4,2,non-religious,0,0,no_intention_to_work,62
5423,84816,Kyeong-gi,2230.0,1,female,1951,3,2,religious,0,0,no_intention_to_work,67
5424,84821,Kyeong-gi,710.0,4,male,1980,4,1,non-religious,0,0,no_intention_to_work,38
5425,84829,Kyeong-gi,7013.0,2,male,1946,4,1,religious,312,4,employed,72
5426,84837,Kyeong-gi,2063.0,2,male,1947,5,1,religious,442,1,employed,71
5427,84845,Kyeong-gi,1364.0,2,male,1948,4,1,religious,0,0,no_intention_to_work,70
5428,84853,Kyeong-gi,4739.0,2,male,1950,5,1,non-religious,942,3,employed,68
5429,84861,Kyeong-gi,662.0,1,female,1942,7,2,religious,0,0,no_intention_to_work,76
5430,84869,Kyeong-gi,5559.0,4,male,1940,8,1,religious,0,0,no_intention_to_work,78
5431,84877,Kyoung-nam,4451.0,2,female,1937,3,2,non-religious,0,0,no_intention_to_work,81
5432,84888,Kyoung-nam,4324.0,2,female,1944,3,2,non-religious,0,0,giving_up_economic_activities,74
5433,84896,Kyoung-nam,1221.0,1,female,1935,3,2,religious,0,0,giving_up_economic_activities,83
5434,84910,Kyoung-nam,3143.0,3,male,1936,4,1,non-religious,0,0,no_intention_to_work,82
5435,84918,Kyoung-nam,6025.0,4,male,1941,4,1,religious,611,1,employed,77
5436,84926,Kyoung-nam,1967.0,1,female,1934,2,2,religious,0,0,giving_up_economic_activities,84
5437,84935,Kyong-buk,1245.0,2,male,1941,3,1,religious,991,1,employed,77
5438,84944,Kyong-buk,1072.0,1,female,1938,2,2,religious,0,0,no_intention_to_work,80
5439,84962,Kyong-buk,5212.0,3,male,1976,6,1,non-religious,792,1,employed,42
5440,84980,Seoul,670.0,1,female,1932,5,5,religious,0,0,no_intention_to_work,86
5441,84988,Kyong-buk,974.0,1,female,1952,3,2,religious,941,10,employed,66
5442,84996,Kyong-buk,1544.0,1,female,1949,3,2,non-religious,952,4,employed,69
5443,85004,Kyong-buk,5260.0,2,male,1955,5,1,religious,611,1,employed,63
5444,85013,Kyoung-nam,672.0,1,female,1935,3,2,religious,0,0,not_capable,83
5445,85021,Kyoung-nam,9065.0,3,male,1968,7,5,religious,521,1,employed,50
5446,85029,Kyoung-nam,4346.0,2,female,1961,6,4,religious,442,1,employed,57
5447,85037,Kyoung-nam,1160.0,1,male,1960,4,5,religious,941,2,employed,58
5448,85045,Kyoung-nam,1808.0,1,female,1947,4,2,non-religious,952,2,employed,71
5449,85056,Jeju,1442.0,2,male,1946,3,1,non-religious,0,0,no_intention_to_work,72
5450,85058,Kyoung-nam,5763.0,2,female,1953,4,1,religious,0,0,giving_up_economic_activities,65
5451,85066,Kyoung-nam,1110.0,1,female,1937,2,2,religious,0,0,no_intention_to_work,81
5452,85074,Kyeong-gi,2106.0,2,male,1952,8,1,religious,0,0,no_intention_to_work,66
5453,85082,Kyeong-gi,2209.0,2,female,1956,3,2,religious,421,3,employed,62
5454,85090,Gang-won & Chung-buk,9937.0,5,male,1969,7,1,religious,312,10,employed,49
5455,85098,Kyeong-gi,2124.0,1,female,1976,8,5,non-religious,245,1,employed,42
5456,85117,Seoul,17269.0,5,male,1963,7,1,non-religious,121,6,employed,55
5457,85125,Seoul,4875.0,5,male,1965,3,1,non-religious,922,2,employed,53
5458,85133,Kyeong-gi,2062.0,2,male,1935,7,2,religious,0,0,no_intention_to_work,83
5459,85141,Kyeong-gi,10028.0,4,male,1983,7,1,non-religious,320,9,employed,35
5460,85149,Seoul,1272.0,2,male,1942,3,1,non-religious,0,0,giving_up_economic_activities,76
5461,85163,Kyong-buk,1088.0,1,female,1937,3,2,non-religious,0,0,no_intention_to_work,81
5462,85171,Kyong-buk,5652.0,5,male,1968,5,1,non-religious,751,1,employed,50
5463,85174,Kyong-buk,3305.0,2,male,1992,6,1,non-religious,521,1,employed,26
5464,85182,Kyong-buk,1145.0,2,male,1935,3,1,religious,0,0,no_intention_to_work,83
5465,85190,Kyong-buk,1682.0,2,male,1934,3,1,non-religious,0,0,no_intention_to_work,84
5466,85203,Kyong-buk,12126.0,4,male,1975,8,1,non-religious,252,10,employed,43
5467,85215,Kyong-buk,1668.0,1,female,1943,4,2,religious,0,0,no_intention_to_work,75
5468,85223,Kyong-buk,4985.0,2,female,1953,4,2,religious,421,11,employed,65
5469,85233,Kyong-buk,1435.0,2,male,1943,4,1,non-religious,0,0,no_intention_to_work,75
5470,85248,Kyong-buk,9543.0,3,male,1980,6,1,non-religious,235,2,employed,38
5471,85262,Kyong-buk,1466.0,2,female,1974,7,5,religious,254,5,employed,44
5472,85272,Kyong-buk,1359.0,1,male,1935,3,2,non-religious,0,0,no_intention_to_work,83
5473,85284,Kyong-buk,1448.0,1,female,1963,4,3,religious,0,0,no_intention_to_work,55
5474,85292,Kyeong-gi,5613.0,2,male,1956,5,1,non-religious,910,1,employed,62
5475,85294,Kyeong-gi,6758.0,3,male,1989,6,1,non-religious,236,10,employed,29
5476,85302,Jeju,1647.0,2,female,1950,4,1,non-religious,941,3,employed,68
5477,85310,Jeju,14813.0,3,male,1952,5,1,religious,873,1,employed,66
5478,85313,Jeju,7129.0,3,male,1982,7,1,religious,873,7,employed,36
5479,85321,Jeju,1303.0,2,male,1951,4,1,non-religious,611,1,employed,67
5480,85334,Jeju,647.0,1,female,1942,2,2,religious,0,0,no_intention_to_work,76
5481,85343,Jeju,770.0,2,male,1941,3,1,non-religious,0,0,no_intention_to_work,77
5482,85355,Jeju,8573.0,4,male,1974,6,1,religious,854,10,employed,44
5483,85363,Jeju,771.0,1,male,1932,5,2,non-religious,0,0,no_intention_to_work,86
5484,85371,Jeju,965.0,1,female,1947,2,2,religious,941,4,employed,71
5485,85380,Jeju,1677.0,1,female,1935,5,2,religious,0,0,no_intention_to_work,83
5486,85386,Jeju,18812.0,1,male,1970,7,5,non-religious,141,3,employed,48
5487,85401,Jeju,5031.0,4,male,1973,5,1,non-religious,854,2,employed,45
5488,85409,Jeju,755.0,1,female,1936,2,2,religious,0,0,no_intention_to_work,82
5489,85426,Kyong-buk,1022.0,2,male,1937,4,1,non-religious,611,1,employed,81
5490,85435,Kyong-buk,1053.0,2,male,1938,3,1,religious,611,1,employed,80
5491,85443,Kyong-buk,603.0,1,female,1940,3,2,non-religious,0,0,no_intention_to_work,78
5492,85453,Kyong-buk,2397.0,2,male,1966,5,3,non-religious,991,3,employed,52
5493,85466,Kyong-buk,1081.0,2,female,1942,3,1,religious,0,0,house_worker,76
5494,85474,Jeju,760.0,1,female,1942,2,2,non-religious,0,0,no_intention_to_work,76
5495,85484,Kyong-buk,1170.0,1,female,1950,3,2,non-religious,0,0,no_intention_to_work,68
5496,85492,Kyong-buk,1394.0,1,female,1951,3,2,non-religious,532,1,employed,67
5497,85500,Kyong-buk,1470.0,2,male,1934,5,1,non-religious,0,0,no_intention_to_work,84
5498,85508,Kyong-buk,844.0,1,female,1936,3,2,non-religious,0,0,no_intention_to_work,82
5499,85516,Kyong-buk,1226.0,1,female,1941,3,2,religious,941,7,employed,77
5500,85524,Kyong-buk,1950.0,1,female,1954,4,2,religious,0,0,no_intention_to_work,64
5501,85532,Jeju,659.0,1,female,1933,2,2,non-religious,0,0,no_intention_to_work,85
5502,85540,Jeju,2933.0,3,male,1952,2,1,non-religious,0,0,no_intention_to_work,66
5503,85548,Jeju,1272.0,1,female,1947,3,2,religious,952,10,employed,71
5504,85556,Jeju,4573.0,4,male,1972,5,1,non-religious,0,0,prepare_to_apply_job,46
5505,85564,Jeju,1080.0,1,female,1954,7,3,non-religious,952,2,employed,64
5506,85572,Jeju,978.0,1,female,1959,3,3,non-religious,0,0,no_intention_to_work,59
5507,85580,Jeju,3240.0,2,male,1947,3,1,religious,611,1,employed,71
5508,85588,Jeju,1089.0,1,female,1943,3,2,non-religious,0,0,no_intention_to_work,75
5509,85602,Jeju,3949.0,2,male,1951,4,1,non-religious,942,1,employed,67
5510,85610,Jeju,629.0,1,female,1931,2,2,non-religious,0,0,no_intention_to_work,87
5511,85618,Jeju,1723.0,2,male,1937,2,1,non-religious,611,1,employed,81
5512,85626,Jeju,753.0,1,female,1932,2,2,religious,0,0,no_intention_to_work,86
5513,85634,Jeju,1096.0,1,female,1938,2,2,religious,0,0,no_intention_to_work,80
5514,85642,Jeju,1562.0,1,female,1935,2,2,religious,0,0,no_intention_to_work,83
5515,85650,Jeju,1312.0,2,male,1929,3,1,non-religious,0,0,no_intention_to_work,89
5516,85658,Jeju,2814.0,2,male,1940,3,1,religious,0,0,no_intention_to_work,78
5517,85666,Jeju,1431.0,2,male,1943,2,1,non-religious,611,1,employed,75
5518,85680,Kyeong-gi,2722.0,2,male,1947,5,1,non-religious,0,0,no_intention_to_work,71
5519,85688,Kyeong-gi,1291.0,2,male,1944,4,1,religious,0,0,giving_up_economic_activities,74
5520,85702,Kyeong-gi,1802.0,2,male,1940,5,1,religious,941,8,employed,78
5521,85713,Kyeong-gi,1186.0,1,female,1943,2,2,religious,0,0,giving_up_economic_activities,75
5522,85723,Kyeong-gi,5131.0,2,male,1959,5,1,non-religious,873,1,employed,59
5523,85736,Kyeong-gi,5099.0,4,male,1982,5,1,religious,531,1,employed,36
5524,85744,Kyeong-gi,2634.0,2,male,1938,5,1,religious,0,0,no_intention_to_work,80
5525,85757,Jeju,1368.0,2,male,1941,4,1,non-religious,0,0,no_intention_to_work,77
5526,85771,Jeju,6377.0,3,male,1967,7,1,non-religious,930,8,employed,51
5527,85781,Jeju,3377.0,4,male,1968,5,1,religious,811,3,employed,50
5528,85789,Jeju,977.0,1,female,1938,3,2,non-religious,611,1,employed,80
5529,85797,Jeju,4916.0,3,male,1963,6,1,religious,0,0,employed,55
5530,85805,Jeju,1269.0,1,female,1931,3,2,non-religious,0,0,no_intention_to_work,87
5531,85813,Jeju,3986.0,4,male,1961,5,1,non-religious,153,3,employed,57
5532,85821,Kyong-buk,5587.0,3,male,1979,5,1,religious,843,2,employed,39
5533,85829,Kyong-buk,7039.0,5,male,1971,6,1,religious,799,1,employed,47
5534,85837,Kyong-buk,2393.0,1,female,1952,6,3,religious,0,0,employed,66
5535,85845,Kyong-buk,12387.0,4,male,1960,5,1,religious,953,1,employed,58
5536,85853,Kyong-buk,2384.0,3,male,1946,3,1,religious,611,1,employed,72
5537,85861,Kyong-buk,6392.0,4,male,1970,5,1,non-religious,873,10,employed,48
5538,85869,Kyong-buk,11679.0,4,male,1960,7,1,non-religious,311,10,employed,58
5539,85877,Kyong-buk,4080.0,4,male,1972,5,1,non-religious,771,1,employed,46
5540,85886,Kyong-buk,2953.0,3,female,1972,5,3,non-religious,0,0,giving_up_economic_activities,46
5541,85894,Kyong-buk,975.0,1,female,1942,2,2,religious,0,0,no_intention_to_work,76
5542,85902,Kyong-buk,1033.0,1,female,1943,3,2,non-religious,0,0,no_intention_to_work,75
5543,85910,Kyong-buk,593.0,1,female,1940,3,2,non-religious,0,0,no_intention_to_work,78
5544,85924,Jeju,489.0,1,female,1931,2,2,non-religious,0,0,no_intention_to_work,87
5545,85932,Jeju,614.0,1,female,1934,3,2,non-religious,0,0,no_intention_to_work,84
5546,85951,Jeju,782.0,1,female,1935,2,2,non-religious,0,0,no_intention_to_work,83
5547,85959,Jeju,748.0,1,female,1949,2,2,non-religious,0,0,no_intention_to_work,69
5548,85967,Jeju,758.0,1,female,1938,2,2,religious,0,0,no_intention_to_work,80
5549,85975,Jeju,1616.0,2,male,1944,3,1,non-religious,611,1,employed,74
5550,85980,Jeju,9326.0,3,male,1974,7,1,non-religious,311,10,employed,44
5551,85981,Jeju,6036.0,2,male,1977,7,1,non-religious,762,2,employed,41
5552,85989,Jeju,6053.0,3,male,1955,5,1,religious,510,1,employed,63
5553,85992,Gang-won & Chung-buk,6448.0,3,male,1986,7,1,religious,1002,2,employed,32
5554,86000,Jeju,6858.0,3,male,1967,5,1,non-religious,312,1,employed,51
5555,86008,Jeju,4054.0,5,male,1964,4,1,religious,922,1,employed,54
5556,86016,Kyeong-gi,1547.0,1,male,1950,3,2,non-religious,941,11,employed,68
5557,86024,Jeju,9089.0,4,male,1958,5,1,non-religious,875,1,employed,60
5558,86028,Jeju,441.0,1,female,1934,2,2,non-religious,0,0,no_intention_to_work,84
5559,86036,Jeju,3728.0,2,male,1953,3,1,non-religious,612,6,employed,65
5560,86044,Jeju,5875.0,2,male,1947,5,1,religious,159,10,employed,71
5561,86052,Jeju,2517.0,4,male,1959,5,1,religious,941,3,employed,59
5562,86060,Jeju,2019.0,1,female,1953,3,2,religious,611,1,employed,65
5563,86068,Jeju,1146.0,1,female,1938,2,2,religious,941,9,employed,80
5564,86076,Jeju,1815.0,2,male,1937,5,1,religious,611,1,employed,81
5565,86077,Jeju,5304.0,2,male,1977,7,3,non-religious,312,3,employed,41
5566,86085,Kyeong-gi,937.0,1,female,1960,4,2,religious,0,0,no_intention_to_work,58
5567,86089,Kyeong-gi,1303.0,1,male,1986,7,1,non-religious,823,1,employed,32
5568,86104,Jeju,1663.0,1,female,1946,3,2,non-religious,0,0,no_intention_to_work,72
5569,86112,Kyeong-gi,13973.0,3,male,1950,5,1,non-religious,0,0,no_intention_to_work,68
5570,86121,Kyeong-gi,5069.0,4,male,1973,5,1,non-religious,743,3,employed,45
5571,86129,Kyeong-gi,1388.0,1,male,1958,4,3,religious,0,0,not_capable,60
5572,86137,Kyeong-gi,4977.0,3,male,1952,5,1,religious,0,0,no_intention_to_work,66
